Product Name/Title,Product Description Test,Product Description Summary,Product Size,Product Price (USD),UOM (Unit of Measure),Availability Status,SKU Number,Manufacturer #/ Category #,Vendor Name,Vendor Fulfillment Center,Vendor Email,Vendor Phone Number,Vendor Website URI,Vendor Website Link text,Manufacturer Name,Manufacturer Phone Number,Product Category,Product Type,"Vendor Address (Region, Country)",Comments,Supplier Reviewed,Revision log message
SAF-T-FIT PLUS P95 RESPIRATOR 234574,SAF-T-FIT PLUS P95 RESPIRATOR,SAF-T-FIT PLUS P95 RESPIRATOR,N/A, $53.32 , BX ,Not Available - Out of Stock,234574,we234w47,Ark Safety,"New York, United States",example1@example2.com,717-692-4847,https://www.arksafety.com/products/saf-t-fit-plus-p95-respirator,https://www.arksafety.com/products/saf-t-fit-plus-p95-respirator,Honeywell,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till atleast 2 months.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till atleast 2 months.
2800 N95 Particulate Respirator 234575,2800 N95 Particulate Respirator,2800 N95 Particulate Respirator,N/A, $438.08 , CA ,Not Available - Out of Stock,234575,we234w48,Ark Safety,"New York, United States",example1@example2.com,717-692-4848,https://www.arksafety.com/products/2800-n95-particulate-respirator,https://www.arksafety.com/products/2800-n95-particulate-respirator,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till atleast 2 months.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till atleast 2 months.
2200N95 Series N95 Disposable Respirators 234576,2200N95 Series N95 Disposable Respirators,2200N95 Series N95 Disposable Respirators,N/A, $28.15 , BX ,Not Available - Out of Stock,234576,we234w49,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5043404C13745A,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5043404C13745A,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
2300N95 Series N95 Disposable Respirators with Exhale Valve 234577,2300N95 Series N95 Disposable Respirators with Exhale Valve,2300N95 Series N95 Disposable Respirators with Exhale Valve,N/A, $34.00 , BX ,Not Available - Out of Stock,234577,we234w50,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5043404C157C52,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5043404C157C53,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
2360P100 Series P100 Disposable Respirator 234578,2360P100 Series P100 Disposable Respirator,2360P100 Series P100 Disposable Respirator,N/A, $60.40 , BG ,Not Available - Out of Stock,234578,we234w51,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5040404917795B,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5040404917795B,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
2400N95 Series N95 Plus Nuisance Organic Vapors/Ozone Disposable Respirator 234579,2400N95 Series N95 Plus Nuisance Organic Vapors/Ozone Disposable Respirator,2400N95 Series N95 Plus Nuisance Organic Vapors/Ozone Disposable Respirator,N/A, $56.43 , BG ,Not Available - Out of Stock,234579,we234w52,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5043404C13745A,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5043404C13745A,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
2700N95 Series N95 Disposable Respirator with HandyStrap¨ and Ventex¨ Valve 234580,2700N95 Series N95 Disposable Respirator with HandyStrap¨ and Ventex¨ Valve,2700N95 Series N95 Disposable Respirator with HandyStrap¨ and Ventex¨ Valve,N/A, $40.48 , BX ,Not Available - Out of Stock,234580,we234w53,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5040404918785A,http://clark-mckibbensafety.com/store/product.cfm?pID=7C5040404918785A,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
2730N100 Series N100 Disposable Respirators with HandyStrap¨ 234581,2730N100 Series N100 Disposable Respirators with HandyStrap¨,2730N100 Series N100 Disposable Respirators with HandyStrap¨,N/A, $46.15 , BX ,Not Available - Out of Stock,234581,we234w54,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C50404048117451,http://clark-mckibbensafety.com/store/product.cfm?pID=7C50404048117451,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
2800N95 Series N95 with Nuisance Organic Vapors Disposable Respirator with HandyStrap¨ 234582,2800N95 Series N95 with Nuisance Organic Vapors Disposable Respirator with HandyStrap¨,2800N95 Series N95 with Nuisance Organic Vapors Disposable Respirator with HandyStrap¨,N/A, $60.55 , BX ,Not Available - Out of Stock,234582,we234w55,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C50434148167C55,http://clark-mckibbensafety.com/store/product.cfm?pID=7C50434148167C56,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
4200 Series AirWave¨ N95 Disposable Respirators 234583,4200 Series AirWave¨ N95 Disposable Respirators,4200 Series AirWave¨ N95 Disposable Respirators,N/A, $23.25 , BX ,Not Available - Out of Stock,234583,we234w56,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C53404048177955,http://clark-mckibbensafety.com/store/product.cfm?pID=7C53404048177955,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
Dirt Dawgs¨ N95 Disposable Respirators 234584,Dirt Dawgs¨ N95 Disposable Respirators,Dirt Dawgs¨ N95 Disposable Respirators,N/A, $25.70 , BX ,Not Available - Out of Stock,234584,we234w57,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C50404049197A52,http://clark-mckibbensafety.com/store/product.cfm?pID=7C50404049197A53,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
N99 Welding Disposable Respirators 234585,N99 Welding Disposable Respirators,N99 Welding Disposable Respirators,N/A, $53.20 , BG ,Not Available - Out of Stock,234585,we234w58,"Clark-McKibben Safety Products, Inc.","New York, United States",example1@example2.com,814-453-4365,http://clark-mckibbensafety.com/store/product.cfm?pID=7C50404C41187C51,http://clark-mckibbensafety.com/store/product.cfm?pID=7C50404C41187C52,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability till mid June.
Moldex AirWave¨ 4200 N95 Disposable Respirator 234586,Moldex AirWave¨ 4200 N95 Disposable Respirator,Moldex AirWave¨ 4200 N95 Disposable Respirator,N/A, N/A , BX ,Not Available - Out of Stock,234586,we234w59,Colony Hardware,"New York, United States",example1@example2.com,800-698-0781,https://www.colonyhardware.com/product/respiratory-protection/moldex-airwave-4200-n95-disposable-respirator/P13-0000,https://www.colonyhardware.com/product/respiratory-protection/moldex-airwave-4200-n95-disposable-respirator/P13-0001,Moldex,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Toatlly out of stock. ,Called by AMR on 3/30,Called on 3/30. Toatlly out of stock. 
"MOLDEX¨ 2200N95 DISPOSABLE PARTICULATE RESPIRATOR WITH MOLDED NOSE BRIDGE, M TO L, RESISTS: NON-OIL BASED PARTICULATES 234587","MOLDEX¨ 2200N95 DISPOSABLE PARTICULATE RESPIRATOR WITH MOLDED NOSE BRIDGE, M TO L, RESISTS: NON-OIL BASED PARTICULATES","MOLDEX¨ 2200N95 DISPOSABLE PARTICULATE RESPIRATOR WITH MOLDED NOSE BRIDGE, M TO L, RESISTS: NON-OIL BASED PARTICULATES",N/A, N/A , N/A ,Not Available - Out of Stock,234587,we234w60,Dillon Supply ,"New York, United States",example1@example2.com,800-849-3900,https://www.dillonsupply.com/Product/moldex-2200n94,https://www.dillonsupply.com/Product/moldex-2200n95,Moldex,12125842158,Mask,Mask,"New York, United States",Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability until sometime and unwilling to give a time frame at this time.,Called by AMR on 3/30,Called supplier directly on 3/30. Supplier confirmed that no types of masks or respirators are available currently and don't expect availability until sometime and unwilling to give a time frame at this time.
"FastCap MXV Dust Mask, N95 234588","FastCap MXV Dust Mask, N95","FastCap MXV Dust Mask, N95",N/A, N/A , N/A ,Not Available - Out of Stock,234588,we234w61,EB Bradley ,"New York, United States",example1@example2.com,800-533-3030,https://www.ebbradley.com/fastcap-mxv-dust-mask-n95.html,https://www.ebbradley.com/fastcap-mxv-dust-mask-n95.html,FastCap,12125842158,Mask,Mask,"New York, United States",Called on 3/30. No stock. Back ordered until mid April. B2B sales only.,,Called on 3/30. No stock. Back ordered until mid April. B2B sales only.
2600 N95 234589,2600 N95,2600 N95,N/A, N/A , N/A ,Not Available - Out of Stock,234589,we234w62,Edge Construction Supply,"New York, United States",example1@example2.com,509-535-9841,https://www.edgecs.com/products/c/3/safety-security/s/25/particulate-respirators/p/4818/particulate-respirators,https://www.edgecs.com/products/c/3/safety-security/s/25/particulate-respirators/p/4818/particulate-respirators,Moldex,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Out of stock.  No information on when they would be available again.,,Called on 3/30. Out of stock.  No information on when they would be available again.
"PIP¨ 270-1000 Disposable Standard Nuisance Dust Mask, Universal, Latex Free Braided/Ultrasonic Weld to Mask Headstrap, 185 gm Single Layer Polyester, White 234590","PIP¨ 270-1000 Disposable Standard Nuisance Dust Mask, Universal, Latex Free Braided/Ultrasonic Weld to Mask Headstrap, 185 gm Single Layer Polyester, White","PIP¨ 270-1000 Disposable Standard Nuisance Dust Mask, Universal, Latex Free Braided/Ultrasonic Weld to Mask Headstrap, 185 gm Single Layer Polyester, White",N/A, $6.40 , BX ,Not Available - Out of Stock,234590,we234w63,Fairmont Supply,"New York, United States",example1@example2.com,724-223-2200,https://www.fairmontsupply.com/1200915/Product/PIP%C2%AE-270-999,https://www.fairmontsupply.com/1200915/Product/PIP%C2%AE-270-1000,PIP,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Out of stock.  No information on when they would be available again.,,Called on 3/30. Out of stock.  No information on when they would be available again.
"3M Dust Mask For Fine Dust With Breather Valve
Sold Individually 234591","3M Dust Mask For Fine Dust With Breather Valve
Sold Individually","3M Dust Mask For Fine Dust With Breather Valve
Sold Individually",N/A, N/A , N/A ,Not Available - Out of Stock,234591,we234w64,Feddick Distributing,"New York, United States",example1@example2.com,877-343-6420,https://feddickdistributing.com/product/8233n100-2/,https://feddickdistributing.com/product/8233n100-2/,3M,12125842158,Mask,Mask,"New York, United States",Pricing not provided.  Did not pickup phone.  Emailed.,,Pricing not provided.  Did not pickup phone.  Emailed.
Small Moldex Dust Mask With Breather Valve & Nose Flange 234592,Small Moldex Dust Mask With Breather Valve & Nose Flange,Small Moldex Dust Mask With Breather Valve & Nose Flange,N/A, N/A , N/A ,Not Available - Out of Stock,234592,we234w65,Feddick Distributing,"New York, United States",example1@example2.com,877-343-6420,https://feddickdistributing.com/product/2301n95-2/,https://feddickdistributing.com/product/2301n95-2/,3M,12125842158,Mask,Mask,"New York, United States",Pricing not provided.  Did not pickup phone.  Emailed.,,Pricing not provided.  Did not pickup phone.  Emailed.
"N99, Disposable Respirator, Molded, M/L, PK 10 234593","N99, Disposable Respirator, Molded, M/L, PK 10","N99, Disposable Respirator, Molded, M/L, PK 10",N/A, $54.50 , PK ,Not Available - Out of Stock,234593,we234w66,Grainger,"New York, United States",example1@example2.com,,https://www.grainger.com/product/MOLDEX-N99-1DLP2,https://www.grainger.com/product/MOLDEX-N99-1DLP3,Moldex,12125842158,Mask,Mask,"New York, United States",Out of Stock,,Out of Stock
"N95, Low Profile Disposable Respirator, Molded, S, PK 20 234594","N95, Low Profile Disposable Respirator, Molded, S, PK 20","N95, Low Profile Disposable Respirator, Molded, S, PK 20",N/A, $30.00 , PK ,Not Available - Out of Stock,234594,we234w67,Grainger,"New York, United States",example1@example2.com,,https://www.grainger.com/product/MOLDEX-N95-1DLL6,https://www.grainger.com/product/MOLDEX-N95-1DLL7,Moldex,12125842158,Mask,Mask,"New York, United States",Out of Stock,,Out of Stock
"N95, Disposable Respirator, Molded, M/L, PK 10 234595","N95, Disposable Respirator, Molded, M/L, PK 10","N95, Disposable Respirator, Molded, M/L, PK 10",N/A, $66.50 , PK ,Not Available - Out of Stock,234595,we234w68,Grainger,"New York, United States",example1@example2.com,,https://www.grainger.com/product/MOLDEX-N95-3NML1,https://www.grainger.com/product/MOLDEX-N95-3NML2,Moldex,12125842158,Mask,Mask,"New York, United States",Out of Stock,,Out of Stock
"N95, Disposable Respirator, Molded, M/L, PK 10 234596","N95, Disposable Respirator, Molded, M/L, PK 10","N95, Disposable Respirator, Molded, M/L, PK 10",N/A, $53.00 , PK ,Not Available - Out of Stock,234596,we234w69,Grainger,"New York, United States",example1@example2.com,,https://www.grainger.com/product/MOLDEX-N95-3CDE5,https://www.grainger.com/product/MOLDEX-N95-3CDE6,Moldex,12125842158,Mask,Mask,"New York, United States",Out of Stock,,Out of Stock
"N95, Disposable Respirator, Molded, S, PK 10 234597","N95, Disposable Respirator, Molded, S, PK 10","N95, Disposable Respirator, Molded, S, PK 10",N/A, $75.00 , PK ,Not Available - Out of Stock,234597,we234w70,Grainger,"New York, United States",example1@example2.com,,https://www.grainger.com/product/MOLDEX-N95-1DLN6,https://www.grainger.com/product/MOLDEX-N95-1DLN7,Moldex,12125842158,Mask,Mask,"New York, United States",Out of Stock,,Out of Stock
N95 PARTICULATE RESPIRATOR 234598,N95 PARTICULATE RESPIRATOR,N95 PARTICULATE RESPIRATOR,N/A, $14.50 , BX ,Not Available - Out of Stock,234598,we234w71,Hub Industrial Supply,"New York, United States",example1@example2.com,800.743.9401,http://www.hubindustrial.com/068-003-019.html,http://www.hubindustrial.com/068-003-019.html,,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Out of stock.  No information on when they would be available again.,,Called on 3/30. Out of stock.  No information on when they would be available again.
4600/N95 MOLDEX¨ AIR WAVE PARTICULATE RESPIRATOR WITH HANDY STRAP MEDIUM/LARGE 234599,4600/N95 MOLDEX¨ AIR WAVE PARTICULATE RESPIRATOR WITH HANDY STRAP MEDIUM/LARGE,4600/N95 MOLDEX¨ AIR WAVE PARTICULATE RESPIRATOR WITH HANDY STRAP MEDIUM/LARGE,N/A, $32.11 , BX ,Not Available - Out of Stock,234599,we234w72,Hub Industrial Supply,"New York, United States",example1@example2.com,800.743.9402,http://www.hubindustrial.com/068-003-101.html,http://www.hubindustrial.com/068-003-101.html,Moldex,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Out of stock.  No information on when they would be available again.,,Called on 3/30. Out of stock.  No information on when they would be available again.
N95 PARTICULATE RESPIRATOR WITH EXHALATION VALVE 234600,N95 PARTICULATE RESPIRATOR WITH EXHALATION VALVE,N95 PARTICULATE RESPIRATOR WITH EXHALATION VALVE,N/A, $16.60 , BX ,Not Available - Out of Stock,234600,we234w73,Hub Industrial Supply,"New York, United States",example1@example2.com,800.743.9403,http://www.hubindustrial.com/068-003-018.html,http://www.hubindustrial.com/068-003-018.html,,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Out of stock.  No information on when they would be available again.,,Called on 3/30. Out of stock.  No information on when they would be available again.
" Particulate Respirator
8210 N95 234601"," Particulate Respirator
8210 N95"," Particulate Respirator
8210 N95",N/A, N/A , N/A ,Not Available - Out of Stock,234601,we234w74,Hunt Cleaners,"New York, United States",example1@example2.com,308-784-3366,http://www.huntcleaners.com/respirators.html,http://www.huntcleaners.com/respirators.html,3M,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Out of stock.  No information on when they would be available again.,,Called on 3/30. Out of stock.  No information on when they would be available again.
Particulate Respirator 2200 N95 234602,Particulate Respirator 2200 N95,Particulate Respirator 2200 N95,N/A, N/A , N/A ,Not Available - Out of Stock,234602,we234w75,Hunt Cleaners,"New York, United States",example1@example2.com,308-784-3366,http://www.huntcleaners.com/respirators.html,http://www.huntcleaners.com/respirators.html,Moldex,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Out of stock.  No information on when they would be available again.,,Called on 3/30. Out of stock.  No information on when they would be available again.
"KIMBERLY-CLARK PROFESSION Procedure Mask, Regular Size, Blu 234603","KIMBERLY-CLARK PROFESSION Procedure Mask, Regular Size, Blu","KIMBERLY-CLARK PROFESSION Procedure Mask, Regular Size, Blu",N/A, $14.53 , PK ,Not Available - Out of Stock,234603,we234w76,J Supply,"New York, United States",example1@example2.com,1-800-283-3321,https://www.jsupply.com/kimberly-clark-profession-procedure-mask-regular-size-blue-412-47079,https://www.jsupply.com/kimberly-clark-profession-procedure-mask-regular-size-blue-412-47080,Kimberly-Clark,12125842158,Mask,Mask,"New York, United States",Called on 3/30. Out of stock.  No information on when they would be available again.,,Called on 3/30. Out of stock.  No information on when they would be available again.
Traditional N95 234604,Traditional N95,Traditional N95,N/A, N/A , N/A ,Not Available - Out of Stock,234604,we234w77,Noble Supply,"New York, United States",example1@example2.com,,www.noble.com,www.noble.com,,12125842158,Mask,Mask,"New York, United States","Supply chain company.  Not a distributer of masks.
Tom Noble tom.noble@noblesupply.com
Cassia Proude cproude@noble.com
Nick Liolios nliolios@noble.com",,"Supply chain company.  Not a distributer of masks.
Tom Noble tom.noble@noblesupply.com
Cassia Proude cproude@noble.com
Nick Liolios nliolios@noble.com"
9G0C00 Ð FDA KN95 Cupped Shape Mask  234605,9G0C00 Ð FDA KN95 Cupped Shape Mask ,9G0C00 Ð FDA KN95 Cupped Shape Mask ,N/A,$3.85 , EA ,Not Available - Out of Stock,234605,we234w78,Care+Wear,"New York, United States",example1@example2.com,,https://www.careandwear.com/,https://www.careandwear.com/,,12125842158,Mask,Mask,"New York, United States","Emailed on 3/30.
Chat Razdan crazdan@careandwear.com 
purchaseorders@careandwear.com",,"Emailed on 3/30.
Chat Razdan crazdan@careandwear.com 
purchaseorders@careandwear.com"
 234606,,,N/A, N/A , N/A ,Not Available - Out of Stock,234606,we234w79,Ricevillagemedsupply,"New York, United States",example1@example2.com,713-589-5819,https://www.ricevillagemedsupply.com/,https://www.ricevillagemedsupply.com/,,12125842158,Mask,Mask,"New York, United States",Out of stock. ricevillagemedsupply@gmail.com - inquiry sent,,Out of stock. ricevillagemedsupply@gmail.com - inquiry sent
 234607,,,N/A, $25.92 , EA ,Not Available - Out of Stock,234607,we234w80,Saf-T-Gard,"New York, United States",example1@example2.com,800-548-4273,https://www.saftgard.com/,https://www.saftgard.com/,,12125842158,Mask,Mask,"New York, United States",No face masks in stock. Masks available as part of workplace First Aid Kits,,No face masks in stock. Masks available as part of workplace First Aid Kits
 234608,,,N/A, NA , NA ,Not Available - Out of Stock,234608,we234w81,Indiamart,"New York, United States",example1@example2.com,91-951-0012830,https://www.indiamart.com/company/81690336/,https://www.indiamart.com/company/81690336/,,12125842158,Mask,Mask,"New York, United States",Emailed request for Quote,,Emailed request for Quote
 234609,,,N/A, $89.50 , box(2) ,Not Available - Out of Stock,234609,we234w82,Noble Dental Supplies,"New York, United States",example1@example2.com,866-333-6825,https://www.nobledentalsupplies.com/etxra-safe-earloop-masks-valumax-extra-safe-earloop-masks-sky-blue-bx49,https://www.nobledentalsupplies.com/etxra-safe-earloop-masks-valumax-extra-safe-earloop-masks-sky-blue-bx50,,12125842158,Mask,Mask,"New York, United States",Out of Stock,,Out of Stock
 234610,,,N/A, N/A , N/A ,Not Available - Out of Stock,234610,we234w83,Preferred Homecare,"New York, United States",example1@example2.com,866-260-2192,https://preferredhomecare.com/,https://preferredhomecare.com/,,12125842158,Mask,Mask,"New York, United States",Out of stock. ,,Out of stock. 
 234611,,,N/A, N/A , N/A ,Not Available - Out of Stock,234611,we234w84,Alcare Pharmaceuticals Pte Ltd ,"New York, United States",example1@example2.com,6250 8689 82184157,https://alcare.sg/,https://alcare.sg/,,12125842158,Mask,Mask,"New York, United States",Emailed request for Quote,,Emailed request for Quote
 234612,,,N/A, N/A , N/A ,Not Available - Out of Stock,234612,we234w85,Virginia,"New York, United States",example1@example2.com,403-241-5872,https://www.vita.virginia.gov/supply-chain/e-rate/,https://www.vita.virginia.gov/supply-chain/e-rate/,,12125842158,Mask,Mask,"New York, United States",Virginia state agency. Request for Quote,,Virginia state agency. Request for Quote
 234613,,,N/A, N/A , N/A ,Not Available - Out of Stock,234613,we234w86,DIMAR ,"New York, United States",example1@example2.com,39-0535-611328,www.dimarsrl.com/eng/,www.dimarsrl.com/eng/,,12125842158,Mask,Mask,"New York, United States",Emailed request for Quote,,Emailed request for Quote
EDGEª 67-100 Series - Face Masks 234614,EDGEª 67-100 Series - Face Masks,EDGEª 67-100 Series - Face Masks,N/A, N/A , N/A ,Not Available - Out of Stock,234614,we234w87,Astara Group SAC,"New York, United States",example1@example2.com,1-732-345-5400,http://astaragroup.com/,http://astaragroup.com/,EDGE,12125842158,Mask,Mask,"New York, United States",On 3/30 called their distributor RS Hughes.  Out of stock until July.,,On 3/30 called their distributor RS Hughes.  Out of stock until July.
 234615,,,N/A, N/A , N/A ,Not Available - Out of Stock,234615,we234w88,AOK Tooling Limited ,"New York, United States",example1@example2.com,909-591-6454,http://www.toolingexpress.com/,http://www.toolingexpress.com/,,12125842158,Mask,Mask,"New York, United States",Manufacturing equipment.,,Manufacturing equipment.
 234616,,,N/A, N/A , N/A ,Not Available - Out of Stock,234616,we234w89,Zoetek Medical Inc,"New York, United States",example1@example2.com,585-924-4730Ê,https://zoetekmedical.com/,https://zoetekmedical.com/,,12125842158,Mask,Mask,"New York, United States",Emailed request for Quote,,Emailed request for Quote
Masks & other PPE 234617,Masks & other PPE,Masks & other PPE,N/A,,,Not Available - Out of Stock,234617,we234w90,Medicom Inc,"New York, United States",example1@example2.com,800-361-2862,https://www.medicom-eu.com/,https://www.medicom-eu.com/,,12125842158,Mask,Mask,"New York, United States",3/31/20. Called and left message with customer service.,,3/31/20. Called and left message with customer service.
Masks & other PPE 234618,Masks & other PPE,Masks & other PPE,N/A,,,Not Available - Out of Stock,234618,we234w91,Thomas Scientific,"New York, United States",example1@example2.com,800-345-2100,https://www.thomassci.com/,https://www.thomassci.com/,,12125842158,Mask,Mask,"New York, United States",3/31/20. Called and spoke to customer service. None in stock and no idea when it will be available.,,3/31/20. Called and spoke to customer service. None in stock and no idea when it will be available.
Masks & other PPE 234619,Masks & other PPE,Masks & other PPE,N/A,,,Not Available - Out of Stock,234619,we234w92,Cardinal Health,"New York, United States",example1@example2.com,800-234-8701 ,https://www.cardinalhealth.com/en.html,https://www.cardinalhealth.com/en.html,,12125842158,Mask,Mask,"New York, United States",3/31/20. Called but could not get through to their sales or customer service. Long hold on phone.,,3/31/20. Called but could not get through to their sales or customer service. Long hold on phone.
Masks & other PPE 234620,Masks & other PPE,Masks & other PPE,N/A,,,Not Available - Out of Stock,234620,we234w93,Deroyal Industries,"New York, United States",example1@example2.com,800-251-9864 ,https://www.deroyal.com/,https://www.deroyal.com/,,12125842158,Mask,Mask,"New York, United States",3/31/20. Called and spoke to customer service. None in stock and no idea when it will be available.,,3/31/20. Called and spoke to customer service. None in stock and no idea when it will be available.
Masks & other PPE 234621,Masks & other PPE,Masks & other PPE,N/A,,,Not Available - Out of Stock,234621,we234w94,Cleanroom Supply,"New York, United States",example1@example2.com,888-999-1721,https://www.cleanroomsupply.com/,https://www.cleanroomsupply.com/,,12125842158,Mask,Mask,"New York, United States",Website states that orders are limited to existing customers only,,Website states that orders are limited to existing customers only
Masks & other PPE 234622,Masks & other PPE,Masks & other PPE,N/A,,,Not Available - Out of Stock,234622,we234w95,ShopMedVet,"New York, United States",example1@example2.com,800-544-7521,https://www.shopmedvet.com/category/apparel-textile-surgical-masks,https://www.shopmedvet.com/category/apparel-textile-surgical-masks,,12125842158,Mask,Mask,"New York, United States",Website states that company is online order only,,Website states that company is online order only
 234623,,,N/A,,,Not Available - Out of Stock,234623,we234w96,,"New York, United States",example1@example2.com,,,,,12125842158,Mask,Mask,"New York, United States",,,
 234624,,,N/A,,,Not Available - Out of Stock,234624,we234w97,,"New York, United States",example1@example2.com,,,,,12125842158,Mask,Mask,"New York, United States",,,
 234625,,,N/A,,,Not Available - Out of Stock,234625,we234w98,,"New York, United States",example1@example2.com,,,,,12125842158,Mask,Mask,"New York, United States",,,
 234626,,,N/A,,,Not Available - Out of Stock,234626,we234w99,,"New York, United States",example1@example2.com,,,,,12125842158,Mask,Mask,"New York, United States",,,
"UKAINT 3 ply Earloop Surgical Face Mask (BFE 95%), Pack of 10 234627","UKAINT 3 ply Earloop Surgical Face Mask (BFE 95%), Pack of 10","UKAINT 3 ply Earloop Surgical Face Mask (BFE 95%), Pack of 10",N/A, $14.99 , 10/pack ,Not Available - Out of Stock,234627,we234w100,MedLab Supply,"New York, United States",example1@example2.com,(800) 660-5998,https://www.medical-and-lab-supplies.com/cleanroom-supplies/ukaint-3-ply-earloop-surgical-face-mask-bfe-95-pack-of-10.html,https://www.medical-and-lab-supplies.com/cleanroom-supplies/ukaint-3-ply-earloop-surgical-face-mask-bfe-95-pack-of-10.html,Ukaint,12125842158,Mask,Mask,"New York, United States",3/31/2020: Emailed customer service.,,3/31/2020: Emailed customer service.
